club_name,player_name,age,position,specific_position,club_involved_name,fee,type_operation,fee_cleaned,year,season
Al-Shabab FC,Aaron Boupendza,26,Forward,Centre-Forward,Al-Arabi SC,€7.00m,transfer,7000000.0,2022,2022/2023
Al-Shabab FC,Seung-gyu Kim,31,Goalkeeper,Goalkeeper,Kashiwa Reysol,€936k,transfer,936000.0,2022,2022/2023
Al-Shabab FC,Fahad Al-Muwallad,27,Forward,Right Winger,Ban,free transfer,free,0.0,2022,2022/2023
Al-Shabab FC,Mo Adams,25,Midfield,Central Midfield,Miami,free transfer,free,0.0,2022,2022/2023
Al-Shabab FC,Ahmed Abdu,25,Forward,Centre-Forward,Al-Wehda,free transfer,free,0.0,2022,2022/2023
Al-Shabab FC,Saeed Al-Rubaie,28,Defence,Centre-Back,Al-Ettifaq,free transfer,free,0.0,2022,2022/2023
Al-Shabab FC,Mohammed Eissa Al-Yami,20,Midfield,Defensive Midfield,Najran SC,free transfer,free,0.0,2022,2022/2023
Al-Shabab FC,Santi Mina,26,Forward,Centre-Forward,Celta de Vigo,loan transfer,loan,0.0,2022,2022/2023
Al-Shabab FC,Hussain Al-Sabiyani,21,Defence,Left-Back,Al-Shabab SC,transfer,transfer,1300000.0,2022,2022/2023
Al-Shabab FC,Grzegorz Krychowiak,32,Midfield,Defensive Midfield,Krasnodar,loan transfer,loan,0.0,2022,2022/2023
Al-Shabab FC,Jamal Bajandooh,29,Midfield,Defensive Midfield,Al-Tai,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Shabab FC,Marwan Al-Haidari,26,Goalkeeper,Goalkeeper,Al-Fayha FC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Shabab FC,Mohammed Attiyah,30,Midfield,Central Midfield,Al-Tai,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Shabab FC,Abdulelah Al-Shammeri,23,Midfield,Attacking Midfield,Al-Hazem,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Shabab FC,Cristian Guanca,29,Midfield,Attacking Midfield,Al-Ain FC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Shabab FC,Alfred N'Diaye,32,Midfield,Defensive Midfield,Málaga CF,free transfer,free,0.0,2022,2022/2023
Al-Shabab FC,Ahmed Sharahili,28,Defence,Centre-Back,Ittihad Club,free transfer,free,0.0,2022,2022/2023
Al-Shabab FC,Marwan Al-Haidari,26,Goalkeeper,Goalkeeper,Khaleej,free transfer,free,0.0,2022,2022/2023
Al-Shabab FC,John Mary,29,Forward,Centre-Forward,Avispa Fukuoka,free transfer,free,0.0,2022,2022/2023
Al-Shabab FC,Abdullah Al-Shamekh,29,Defence,Left-Back,Al-Fayha FC,free transfer,free,0.0,2022,2022/2023
Al-Shabab FC,Jamal Bajandooh,29,Midfield,Defensive Midfield,Al-Tai,free transfer,free,0.0,2022,2022/2023
Al-Shabab FC,Mohammed Attiyah,30,Midfield,Central Midfield,Al-Ain FC,transfer,transfer,1300000.0,2022,2022/2023
Al-Shabab FC,Abdullah Al-Jawaey,26,Forward,Left Winger,Al-Tai,transfer,transfer,1300000.0,2022,2022/2023
Al-Shabab FC,Paulinho Paula,25,Midfield,Central Midfield,Al-Fayha FC,loan transfer,loan,0.0,2022,2022/2023
Al-Shabab FC,Abdulelah Al-Shammeri,23,Midfield,Attacking Midfield,Damac FC,loan transfer,loan,0.0,2022,2022/2023
Al-Shabab FC,Luciano Vietto,28,Forward,Centre-Forward,Al-Hilal FC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Damac FC,Adam Maher,28,Midfield,Defensive Midfield,FC Utrecht,€1.80m,transfer,1800000.0,2022,2022/2023
Damac FC,Bruno Duarte,26,Forward,Centre-Forward,Vit. Guimarães,€600k,transfer,600000.0,2022,2022/2023
Damac FC,Rayan Al-Mousa,28,Midfield,Defensive Midfield,Al-Taawoun,free transfer,free,0.0,2022,2022/2023
Damac FC,Abdullah Hassoun,25,Defence,Right-Back,Al-Ahli SC,free transfer,free,0.0,2022,2022/2023
Damac FC,Abdelkader Bedrane,30,Defence,Centre-Back,Esperance,free transfer,free,0.0,2022,2022/2023
Damac FC,Ahmad Al-Zain,30,Forward,Right Winger,Al-Raed,free transfer,free,0.0,2022,2022/2023
Damac FC,Abdulbasit Hawswi,25,Goalkeeper,Goalkeeper,Unknown,transfer,transfer,1300000.0,2022,2022/2023
Damac FC,Dhari Sayyar Al-Anazi,22,Defence,Left-Back,Al-Nasr SC,transfer,transfer,1300000.0,2022,2022/2023
Damac FC,Abdulelah Al-Shammeri,23,Midfield,Attacking Midfield,Al-Shabab SC,loan transfer,loan,0.0,2022,2022/2023
Damac FC,Ramzi Solan,24,Forward,Centre-Forward,Al-Nahdah FC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Damac FC,Riyadh Al-Ghamdi,22,Forward,Centre-Forward,Al-Kawkab,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Damac FC,Ayman Al-Hujaili,23,Midfield,Attacking Midfield,Al-Ain FC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Damac FC,Osama Al-Saleem,26,Defence,Left-Back,Al-Arabi SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Damac FC,Abdulrahman Al-Rio,28,Defence,Left-Back,Al-Hazem,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Damac FC,Abdullah Al-Burayh,24,Midfield,Central Midfield,Al-Batin,free transfer,free,0.0,2022,2022/2023
Damac FC,Arif Saleh Al-Haydar,25,Defence,Right-Back,Al-Adalah,free transfer,free,0.0,2022,2022/2023
Damac FC,Emilio Zelaya,34,Forward,Centre-Forward,Karmiotissa,free transfer,free,0.0,2022,2022/2023
Damac FC,Sergio Vittor,32,Defence,Centre-Back,Al-Sailiya SC,free transfer,free,0.0,2022,2022/2023
Damac FC,Kahlid Al-Dubaysh,23,Defence,Left-Back,Al-Ain FC,transfer,transfer,1300000.0,2022,2022/2023
Damac FC,Omar Al-Mazial,29,Defence,Right-Back,Shoalah,transfer,transfer,1300000.0,2022,2022/2023
Damac FC,Abdullah Qaisy,32,Midfield,Right Midfield,Hetten FC,transfer,transfer,1300000.0,2022,2022/2023
Damac FC,Mosa Zolan,31,Goalkeeper,Goalkeeper,Bisha FC,transfer,transfer,1300000.0,2022,2022/2023
Damac FC,Abdulrahman Al-Yami,25,Forward,Centre-Forward,Al-Riyadh SC,transfer,transfer,1300000.0,2022,2022/2023
Damac FC,Riyadh Al-Ghamdi,22,Forward,Centre-Forward,Al-Diraiyah FC,transfer,transfer,1300000.0,2022,2022/2023
Damac FC,Abdulrahman Al-Rio,28,Defence,Left-Back,Al-Faisaly FC,transfer,transfer,1300000.0,2022,2022/2023
Damac FC,Osama Al-Saleem,26,Defence,Left-Back,Unknown,transfer,transfer,1300000.0,2022,2022/2023
Damac FC,Ayman Al-Hujaili,23,Midfield,Attacking Midfield,Khaleej,transfer,transfer,1300000.0,2022,2022/2023
Damac FC,Mohammed Al-Sahli,31,Forward,Right Winger,Khaleej,transfer,transfer,1300000.0,2022,2022/2023
Damac FC,Ramzi Solan,24,Forward,Centre-Forward,Najran SC,loan transfer,loan,0.0,2022,2022/2023
Damac FC,Mazen Abusharara,31,Forward,Centre-Forward,Without Club,transfer,transfer,1300000.0,2022,2022/2023
Al-Tai FC,Alfa Semedo,24,Midfield,Defensive Midfield,Vit. Guimarães,€800k,transfer,800000.0,2022,2022/2023
Al-Tai FC,Guy Mbenza,22,Forward,Centre-Forward,Royal Antwerp,€700k,transfer,700000.0,2022,2022/2023
Al-Tai FC,Hazaa Al-Hazaa,31,Forward,Centre-Forward,Al-Ettifaq,€532k,transfer,532000.0,2022,2022/2023
Al-Tai FC,Mohamed Youla,21,Defence,Right-Back,GAIS,free transfer,free,0.0,2022,2022/2023
Al-Tai FC,Jamal Bajandooh,29,Midfield,Defensive Midfield,Al-Shabab SC,free transfer,free,0.0,2022,2022/2023
Al-Tai FC,Adrián Martínez,29,Defence,Centre-Back,Always Ready,free transfer,free,0.0,2022,2022/2023
Al-Tai FC,Moataz Al-Baqaawi,24,Goalkeeper,Goalkeeper,Al-Taawoun,free transfer,free,0.0,2022,2022/2023
Al-Tai FC,Abdulmohsin Fallatah,28,Defence,Centre-Back,Ittihad Club,free transfer,free,0.0,2022,2022/2023
Al-Tai FC,Victor Braga,30,Goalkeeper,Goalkeeper,Arouca,free transfer,free,0.0,2022,2022/2023
Al-Tai FC,Mukhtar Ali,24,Midfield,Defensive Midfield,Al-Nasr SC,loan transfer,loan,0.0,2022,2022/2023
Al-Tai FC,Hassan Al-Jubairi,31,Defence,Right-Back,Al-Faisaly FC,transfer,transfer,1300000.0,2022,2022/2023
Al-Tai FC,Fahad Al-Johani,30,Forward,Centre-Forward,Khaleej,transfer,transfer,1300000.0,2022,2022/2023
Al-Tai FC,Nawaf Al-Qamiri,21,Defence,Right-Back,Al-Shabab SC,transfer,transfer,1300000.0,2022,2022/2023
Al-Tai FC,Abdullah Al-Jawaey,26,Forward,Left Winger,Al-Shabab SC,transfer,transfer,1300000.0,2022,2022/2023
Al-Tai FC,Hussain Qasim,24,Defence,Left-Back,Al-Faisaly FC,transfer,transfer,1300000.0,2022,2022/2023
Al-Tai FC,Khalil Al-Absi,21,Forward,Left Winger,Al-Nasr SC,loan transfer,loan,0.0,2022,2022/2023
Al-Tai FC,Mohammed Marzouq,20,Defence,Defence,Shoalah,"end of loanjul 1, 2022",loan,0.0,2022,2022/2023
Al-Tai FC,Ibrahim Al-Zubaidi,33,Defence,Left-Back,Al-Ahli SC,free transfer,free,0.0,2022,2022/2023
Al-Tai FC,Marcelo,33,Defence,Centre-Back,Dibba Fujairah,free transfer,free,0.0,2022,2022/2023
Al-Tai FC,Mohammed Awaji,27,Goalkeeper,Goalkeeper,Unknown,free transfer,free,0.0,2022,2022/2023
Al-Tai FC,Cephas Malele,28,Forward,Centre-Forward,CFR Cluj,loan transfer,loan,0.0,2022,2022/2023
Al-Tai FC,Mohammed Al-Aqel,22,Forward,Right Winger,Al-Riyadh SC,transfer,transfer,1300000.0,2022,2022/2023
Al-Tai FC,Mohammed Marzouq,20,Defence,Defence,Unknown,loan transfer,loan,0.0,2022,2022/2023
Al-Tai FC,Adeeb Al-Haizan,21,Forward,Centre-Forward,Al-Orobah FC,loan transfer,loan,0.0,2022,2022/2023
Al-Tai FC,Mohammed Maran,21,Forward,Centre-Forward,Al-Nasr SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Tai FC,Rayan Hamed,20,Defence,Right-Back,Al-Ahli SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Tai FC,Nawaf Al-Aqidi,22,Goalkeeper,Goalkeeper,Al-Nasr SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Tai FC,Hassan Al-Jubairi,31,Defence,Right-Back,Al-Faisaly FC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Tai FC,Abdullah Hassoun,25,Defence,Right-Back,Al-Ahli SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Tai FC,Mukhtar Ali,24,Midfield,Defensive Midfield,Al-Nasr SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Tai FC,Tobías Figueroa,30,Forward,Centre-Forward,Antofagasta,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Tai FC,Jamal Bajandooh,29,Midfield,Defensive Midfield,Al-Shabab SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Tai FC,Mohammed Attiyah,30,Midfield,Central Midfield,Al-Shabab SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Tai FC,Basil Yousef Al-Sayyali,21,Midfield,Defensive Midfield,Al-Nasr SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Tai FC,Hamed Fallatah,29,Midfield,Defensive Midfield,Al-Faisaly FC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Tai FC,Mohamed Al-Thani,25,Forward,Right Winger,Ohod Club,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Raed SFC,Silviu Lung Jr.,33,Goalkeeper,Goalkeeper,Kayserispor,free transfer,free,0.0,2022,2022/2023
Al-Raed SFC,Damjan Djokovic,32,Midfield,Central Midfield,C. Rizespor,free transfer,free,0.0,2022,2022/2023
Al-Raed SFC,Pablo Santos,30,Defence,Centre-Back,SC Braga,free transfer,free,0.0,2022,2022/2023
Al-Raed SFC,Julio Tavarès,33,Forward,Centre-Forward,Al-Faisaly FC,free transfer,free,0.0,2022,2022/2023
Al-Raed SFC,Abdulmalik Al-Shammari,26,Defence,Left-Back,Al-Fayha FC,free transfer,free,0.0,2022,2022/2023
Al-Raed SFC,Mansour Al-Bishi,22,Midfield,Central Midfield,Al-Hilal FC,transfer,transfer,1300000.0,2022,2022/2023
Al-Raed SFC,Abdulaziz Al-Jebreen,32,Midfield,Defensive Midfield,Al-Batin,transfer,transfer,1300000.0,2022,2022/2023
Al-Raed SFC,Alexandru Mitrita,27,Forward,Left Winger,New York City,loan transfer,loan,0.0,2022,2022/2023
Al-Raed SFC,Fahad Al-Suyayfy,22,Defence,Left-Back,Al-Jandal SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Raed SFC,Muteb Al-Mutlaq,24,Defence,Right-Back,Shoalah,free transfer,free,0.0,2022,2022/2023
Al-Raed SFC,Fahad Al-Suyayfy,22,Defence,Left-Back,Shoalah,free transfer,free,0.0,2022,2022/2023
Al-Raed SFC,Ahmad Al-Zain,30,Forward,Right Winger,Damac FC,free transfer,free,0.0,2022,2022/2023
Al-Raed SFC,Aqel Al-Sahbi,35,Defence,Centre-Back,Jeddah FC,free transfer,free,0.0,2022,2022/2023
Al-Raed SFC,Christian Atsu,26,Forward,Left Winger,Hatayspor,free transfer,free,0.0,2022,2022/2023
Al-Raed SFC,Abdulrahman Al-Ghamdi,27,Forward,Centre-Forward,Without Club,transfer,transfer,1300000.0,2022,2022/2023
Al-Raed SFC,Mansour Al-Harbi,34,Defence,Left-Back,Without Club,transfer,transfer,1300000.0,2022,2022/2023
Al-Raed SFC,Éder,34,Forward,Centre-Forward,Retired,retired,retired,0.0,2022,2022/2023
Al-Raed SFC,Iago Herrerín,34,Goalkeeper,Goalkeeper,Without Club,transfer,transfer,1300000.0,2022,2022/2023
Al-Raed SFC,Abdullah Al-Shanqiti,23,Defence,Centre-Back,Al-Nasr SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Raed SFC,Eduardo Henrique,27,Midfield,Defensive Midfield,Sporting CP,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Raed SFC,Mansour Al-Bishi,22,Midfield,Central Midfield,Al-Hilal FC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Fateh SC,Álex Valera,26,Forward,Centre-Forward,Universitario,€1.30m,transfer,1300000.0,2022,2022/2023
Al-Fateh SC,Fran Vélez,31,Defence,Centre-Back,Panathinaikos,€850k,transfer,850000.0,2022,2022/2023
Al-Fateh SC,Nooh Al-Mousa,31,Midfield,Central Midfield,Al-Ahli SC,free transfer,free,0.0,2022,2022/2023
Al-Fateh SC,Jacob Rinne,29,Goalkeeper,Goalkeeper,Aalborg BK,free transfer,free,0.0,2022,2022/2023
Al-Fateh SC,Hussain Al-Moqahwi,34,Midfield,Central Midfield,Al-Ahli SC,free transfer,free,0.0,2022,2022/2023
Al-Fateh SC,Mustafa Malayekah,36,Goalkeeper,Goalkeeper,Al-Faisaly FC,free transfer,free,0.0,2022,2022/2023
Al-Fateh SC,Waleed Al-Anezi,26,Goalkeeper,Goalkeeper,Al-Nasr SC,free transfer,free,0.0,2022,2022/2023
Al-Fateh SC,Hassan Al-Salis,21,Forward,Centre-Forward,Al-Ettifaq,transfer,transfer,1300000.0,2022,2022/2023
Al-Fateh SC,Othman Al-Othman,19,Forward,Left Winger,Unknown,transfer,transfer,1300000.0,2022,2022/2023
Al-Fateh SC,Salem Al-Najdi,19,Defence,Left-Back,Al-Fateh,transfer,transfer,1300000.0,2022,2022/2023
Al-Fateh SC,Ivan Santini,33,Forward,Centre-Forward,FC Zürich,free transfer,free,0.0,2022,2022/2023
Al-Fateh SC,Maksym Koval,29,Goalkeeper,Goalkeeper,FC Sheriff,free transfer,free,0.0,2022,2022/2023
Al-Fateh SC,Ahmed El Geaidy,26,Forward,Right Winger,El Mahalla,free transfer,free,0.0,2022,2022/2023
Al-Fateh SC,Munther Nakhli,24,Forward,Right Winger,Al-Arabi SC,free transfer,free,0.0,2022,2022/2023
Al-Fateh SC,Saleh Al-Nashmi,26,Defence,Right-Back,Unknown,transfer,transfer,1300000.0,2022,2022/2023
Al-Fateh SC,Basil Al-Bahrani,27,Goalkeeper,Goalkeeper,Al-Batin,transfer,transfer,1300000.0,2022,2022/2023
Al-Fateh SC,Abbas Al-Hassan,18,Midfield,Defensive Midfield,Unknown,transfer,transfer,1300000.0,2022,2022/2023
Al-Fateh SC,Hasan Al-Habib,27,Midfield,Central Midfield,Al-Adalah,transfer,transfer,1300000.0,2022,2022/2023
Al-Fateh SC,Fahad Al-Harbi,25,Defence,Centre-Back,Al-Adalah,loan transfer,loan,0.0,2022,2022/2023
Al-Fateh SC,Hassan Abdullah,23,Midfield,Central Midfield,Al-Fateh,transfer,transfer,1300000.0,2022,2022/2023
Al-Fateh SC,Waleed Al-Anezi,25,Goalkeeper,Goalkeeper,Al-Nasr SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Fateh SC,Khalifah Al-Dawsari,23,Defence,Centre-Back,Al-Hilal FC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Abha Club,Devis Epassy,29,Goalkeeper,Goalkeeper,OFI Crete FC,€700k,transfer,700000.0,2022,2022/2023
Abha Club,Luís Miquissone,27,Forward,Right Winger,El Ahly,loan fee:€300k,loan,300000.0,2022,2022/2023
Abha Club,Saad Al-Salouli,24,Midfield,Central Midfield,Al-Ettifaq,free transfer,free,0.0,2022,2022/2023
Abha Club,Felipe Caicedo,33,Forward,Centre-Forward,Genoa,free transfer,free,0.0,2022,2022/2023
Abha Club,Zakaria Al-Sudani,29,Midfield,Defensive Midfield,Al-Batin,transfer,transfer,1300000.0,2022,2022/2023
Abha Club,Saad Natiq,32,Defence,Centre-Back,Al-Batin,transfer,transfer,1300000.0,2022,2022/2023
Abha Club,Abdulfattah Adam,27,Forward,Centre-Forward,Al-Nasr SC,loan transfer,loan,0.0,2022,2022/2023
Abha Club,Omar Al-Ruwaili,24,Forward,Centre-Forward,Al-Riyadh SC,transfer,transfer,1300000.0,2022,2022/2023
Abha Club,Nawaf Al-Sadi,21,Forward,Right Winger,Abha Club,transfer,transfer,1300000.0,2022,2022/2023
Abha Club,Prestige Mboungou,21,Forward,Second Striker,Metalac,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Abha Club,Craig Goodwin,30,Forward,Left Winger,Adelaide United,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Abha Club,Bilel Ifa,32,Defence,Centre-Back,Kuwait SC,free transfer,free,0.0,2022,2022/2023
Abha Club,Mitchell Te Vrede,30,Forward,Centre-Forward,Al-Dhafra FC,free transfer,free,0.0,2022,2022/2023
Abha Club,Mohanad Al-Qaydhi,24,Defence,Centre-Back,Al-Fayha FC,free transfer,free,0.0,2022,2022/2023
Abha Club,Ali Al-Mazidi,36,Goalkeeper,Goalkeeper,Unknown,free transfer,free,0.0,2022,2022/2023
Abha Club,Abdelali Mhamdi,30,Goalkeeper,Goalkeeper,MAS Fes,free transfer,free,0.0,2022,2022/2023
Abha Club,Prestige Mboungou,22,Forward,Second Striker,Ajman Club,transfer,transfer,1300000.0,2022,2022/2023
Abha Club,Muath Afaneh,31,Forward,Centre-Forward,Al-Salt SC,transfer,transfer,1300000.0,2022,2022/2023
Abha Club,Craig Goodwin,30,Forward,Left Winger,Adelaide United,transfer,transfer,1300000.0,2022,2022/2023
Abha Club,Karam Barnawi,35,Defence,Right-Back,Retired,retired,retired,0.0,2022,2022/2023
Al-Fayha FC,Milan Pavkov,28,Forward,Centre-Forward,Red Star,€1.00m,transfer,1000000.0,2022,2022/2023
Al-Fayha FC,Osama Al-Khalaf,25,Defence,Right-Back,Al-Nasr SC,€266k,transfer,266000.0,2022,2022/2023
Al-Fayha FC,Anthony Nwakaeme,33,Forward,Left Winger,Trabzonspor,free transfer,free,0.0,2022,2022/2023
Al-Fayha FC,Saud Zidan,22,Midfield,Central Midfield,Al-Hazem,free transfer,free,0.0,2022,2022/2023
Al-Fayha FC,Khalid Al-Kabi,30,Forward,Right Winger,Al-Faisaly FC,free transfer,free,0.0,2022,2022/2023
Al-Fayha FC,Mohammed Majrashi,31,Forward,Second Striker,Al-Ahli SC,free transfer,free,0.0,2022,2022/2023
Al-Fayha FC,Abdullah Al-Shamekh,29,Defence,Left-Back,Al-Shabab SC,free transfer,free,0.0,2022,2022/2023
Al-Fayha FC,Víctor Ruiz,28,Midfield,Left Midfield,FC St. Gallen,free transfer,free,0.0,2022,2022/2023
Al-Fayha FC,Mohanad Al-Qaydhi,24,Defence,Centre-Back,Abha Club,free transfer,free,0.0,2022,2022/2023
Al-Fayha FC,Paulinho Paula,25,Midfield,Central Midfield,Al-Shabab SC,loan transfer,loan,0.0,2022,2022/2023
Al-Fayha FC,Ibrahim Al-Harbi,26,Forward,Right Winger,Al-Jabalain,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Fayha FC,Ahmed Bamsaud,26,Defence,Left-Back,Ittihad Club,€1.60m,transfer,1600000.0,2022,2022/2023
Al-Fayha FC,Samuel Owusu,26,Forward,Right Winger,Čukarički,free transfer,free,0.0,2022,2022/2023
Al-Fayha FC,Abdulmalik Al-Shammari,26,Defence,Left-Back,Al-Raed,free transfer,free,0.0,2022,2022/2023
Al-Fayha FC,Panagiotis Tachtsidis,31,Midfield,Defensive Midfield,Khor Fakkan,free transfer,free,0.0,2022,2022/2023
Al-Fayha FC,Ramon Lopes,33,Forward,Centre-Forward,Khor Fakkan,free transfer,free,0.0,2022,2022/2023
Al-Fayha FC,Ibrahim Al-Harbi,26,Forward,Right Winger,Al-Arabi SC,transfer,transfer,1300000.0,2022,2022/2023
Al-Fayha FC,Abduallah Al-Dosari,28,Forward,Left Winger,Al-Arabi SC,transfer,transfer,1300000.0,2022,2022/2023
Al-Fayha FC,Amadou Moutari,28,Forward,Left Winger,Al-Qadsiah FC,transfer,transfer,1300000.0,2022,2022/2023
Al-Fayha FC,Talal Majrashi,31,Forward,Right Winger,Al-Sahel Club,transfer,transfer,1300000.0,2022,2022/2023
Al-Fayha FC,Hazza Asseri,27,Midfield,Midfield,Jeddah FC,loan transfer,loan,0.0,2022,2022/2023
Al-Fayha FC,Fawaz Al-Torais,25,Forward,Left Winger,Al-Hilal FC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Fayha FC,Rayan Al-Bloushi,21,Forward,Centre-Forward,Al-Ettifaq,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Fayha FC,Ibrahim Al-Barakah,25,Midfield,Defensive Midfield,Al-Hazem,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Fayha FC,Marwan Al-Haidari,26,Goalkeeper,Goalkeeper,Al-Shabab SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Ettifaq FC,Marcel Tisserand,29,Defence,Centre-Back,Fenerbahce,€3.00m,transfer,3000000.0,2022,2022/2023
Al-Ettifaq FC,Berat Özdemir,24,Midfield,Defensive Midfield,Trabzonspor,€2.44m,transfer,2440000.0,2022,2022/2023
Al-Ettifaq FC,Darko Velkovski,27,Defence,Centre-Back,HNK Rijeka,free transfer,free,0.0,2022,2022/2023
Al-Ettifaq FC,Vitinho,28,Forward,Left Winger,Flamengo,free transfer,free,0.0,2022,2022/2023
Al-Ettifaq FC,Paulo Victor,35,Goalkeeper,Goalkeeper,Marítimo,free transfer,free,0.0,2022,2022/2023
Al-Ettifaq FC,Abdulrahman Al-Obaid,29,Defence,Left-Back,Al-Hilal FC,loan transfer,loan,0.0,2022,2022/2023
Al-Ettifaq FC,Saad Al-Mousa,19,Defence,Centre-Back,Al-Ettifaq,transfer,transfer,1300000.0,2022,2022/2023
Al-Ettifaq FC,Hamad Al-Sayyaf,20,Defence,Centre-Back,Al-Ettifaq,transfer,transfer,1300000.0,2022,2022/2023
Al-Ettifaq FC,Rayan Al-Bloushi,21,Forward,Centre-Forward,Al-Fayha FC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Ettifaq FC,Hazaa Al-Hazaa,30,Forward,Centre-Forward,Al-Taawoun,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Ettifaq FC,Hazaa Al-Hazaa,31,Forward,Centre-Forward,Al-Tai,€532k,transfer,532000.0,2022,2022/2023
Al-Ettifaq FC,Filip Kiss,31,Midfield,Defensive Midfield,Ittihad Kalba,free transfer,free,0.0,2022,2022/2023
Al-Ettifaq FC,Saad Al-Khairy,27,Defence,Right-Back,Al-Wehda,free transfer,free,0.0,2022,2022/2023
Al-Ettifaq FC,Ali Fouad Masrahi,20,Defence,Left-Back,Unknown,free transfer,free,0.0,2022,2022/2023
Al-Ettifaq FC,Saeed Al-Rubaie,28,Defence,Centre-Back,Al-Shabab SC,free transfer,free,0.0,2022,2022/2023
Al-Ettifaq FC,Ayoub Abdellaoui,29,Defence,Centre-Back,MC Algiers,free transfer,free,0.0,2022,2022/2023
Al-Ettifaq FC,Saad Al-Salouli,24,Midfield,Central Midfield,Abha Club,free transfer,free,0.0,2022,2022/2023
Al-Ettifaq FC,Hassan Al-Salis,21,Forward,Centre-Forward,Al-Fateh,transfer,transfer,1300000.0,2022,2022/2023
Al-Ettifaq FC,Amin Younes,29,Forward,Left Winger,FC Utrecht,loan transfer,loan,0.0,2022,2022/2023
Al-Ettifaq FC,Raïs M'Bolhi,36,Goalkeeper,Goalkeeper,Without Club,transfer,transfer,1300000.0,2022,2022/2023
Al-Taawoun FC,Mailson,25,Goalkeeper,Goalkeeper,Sport Recife,€500k,transfer,500000.0,2022,2022/2023
Al-Taawoun FC,Flávio,26,Midfield,Central Midfield,Trabzonspor,loan fee:€196k,loan,196000.0,2022,2022/2023
Al-Taawoun FC,Naldo,33,Defence,Centre-Back,Antalyaspor,free transfer,free,0.0,2022,2022/2023
Al-Taawoun FC,Mohammed Al-Dawsari,22,Goalkeeper,Goalkeeper,Al-Shabab SC,free transfer,free,0.0,2022,2022/2023
Al-Taawoun FC,Ziyad Al-Sahafi,27,Defence,Centre-Back,Ittihad Club,loan transfer,loan,0.0,2022,2022/2023
Al-Taawoun FC,Raghed Najjar,26,Goalkeeper,Goalkeeper,Al-Wehda,transfer,transfer,1300000.0,2022,2022/2023
Al-Taawoun FC,Saad Al-Nasser,21,Midfield,Attacking Midfield,Al-Hilal FC,loan transfer,loan,0.0,2022,2022/2023
Al-Taawoun FC,Abdullah Radif,19,Forward,Centre-Forward,Al-Hilal FC,loan transfer,loan,0.0,2022,2022/2023
Al-Taawoun FC,Turki Al-Mutairi,21,Forward,Centre-Forward,Al-Hilal FC,loan transfer,loan,0.0,2022,2022/2023
Al-Taawoun FC,Mostafa Fathi,29,Forward,Right Winger,Pyramids FC,"end of loanjul 23, 2023",loan,0.0,2022,2022/2023
Al-Taawoun FC,Mostafa Fathi,28,Forward,Right Winger,Pyramids FC,loan fee:€200k,loan,200000.0,2022,2022/2023
Al-Taawoun FC,Moataz Al-Baqaawi,24,Goalkeeper,Goalkeeper,Al-Tai,free transfer,free,0.0,2022,2022/2023
